message_id,date,sender,category,period,subject,body,word_count
ENRON_0037,2001-02-21,matt.motley@enron.com,trading,crisis,market update,nat gas is not behaving as our models predicted. I honestly think we should hold before next week. not a lot of time.,23
ENRON_0650,2001-02-21,mark.koenig@enron.com,executive,crisis,Update on the restatement of our financial results,"I am writing to provide an update on the third quarter write-downs. Our financial position has deteriorated significantly in recent months. We should face regulatory sanctions if the rating agencies downgrade us, but management believes this risk is uncertain and difficult to quantify. We will not allow the litigation to undermine our commitment to financial transparency. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0199,2001-02-21,jeff.richter@enron.com,trading,crisis,market update,Note: declining power prices — storage numbers weaker than expected. we should reduce before the report..,16
ENRON_0149,2001-02-21,louise.kitchen@enron.com,trading,crisis,market update,Morgan Stanley asked about our credit again today. referred them to IR. this is increasingly a concern.,17
ENRON_0048,2001-02-21,jeff.richter@enron.com,trading,crisis,market update,short note: spark spread options came under pressure today. I am not worried.. will update later.,16
ENRON_0739,2001-02-21,ray.bowen@enron.com,operations,crisis,the ERP implementation — progress report,The the new trading system is progressing ahead of schedule. We have hired 74 additional staff since our last update. There are several areas where we could improve: communication and communication. I believe we will would achieve our targets if the technology performs as specified. This initiative is not without risk — integration complexity could delay our timeline. We should not underestimate the commercial of what we are trying to accomplish.,71
ENRON_0467,2001-02-21,mark.haedicke@enron.com,risk,crisis,Credit exposure report — credit-impaired,"This report summarises our current credit exposure to California utility counterparties. Our aggregate exposure has increased materially to approximately $4.8 billion since the last review. We may need to increase monitoring if the market moves against our hedges. Our models suggest the probability of a material credit loss is elevated at approximately 15%, but I am broadly comfortable with that estimate given our limited visibility into counterparty financials. I recommend we prepare contingency plans before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",91
ENRON_0120,2001-02-21,john.arnold@enron.com,trading,crisis,market update,do not unwind the weather position before next week. we could regret it.,13
ENRON_0560,2001-02-28,kenneth.lay@enron.com,executive,crisis,Full year performance — summary,"Our Full year results reflect disappointing results across all business units. Revenue was record at $50.1 billion. Our wholesale energy business experienced significant write-downs. We may see improvement in the coming quarter, but we are not naive. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of expanding our trading franchise across new markets while maintaining appropriate risk controls.",71
ENRON_0826,2001-02-28,hr@enron.com,all_staff,crisis,All staff: Year-end message,I am pleased to share with you an exciting new partnership. This reflects the hard work and commitment of every person in this organisation. We will continue to deliver value to our shareholders and we will not be distracted by regulatory noise. The outlook for 2002 is requiring careful management. Thank you for your continued dedication to Enron's mission.,59
ENRON_0422,2001-02-28,david.haug@enron.com,risk,crisis,Risk management quarterly summary,"This quarter our aggregate value at risk increased sharply due to market volatility relative to the prior period, reflecting reduced position sizes. Credit losses were minimal at approximately $8 million — within acceptable parameters.. We identified no instances where position limits were exceeded during intra-day trading. Looking ahead, we may face counterparty concentration risk in the next quarter. I strongly recommend we increase our monitoring frequency for our largest exposures. The board risk committee will receive this report at their next meeting.",82
ENRON_0456,2001-02-28,teb.lokey@enron.com,risk,crisis,Credit exposure report — California utility,"This report summarises our current credit exposure to retail energy counterparties. Our aggregate exposure has remained stable to approximately $2.1 billion since the last review. We could need to require additional collateral if counterparty stress increases. Our models suggest the probability of a material credit loss is meaningful at 8-12%, but I am not entirely comfortable with that estimate given the limited historical data for this type of event. I recommend we convene a risk committee meeting before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",94
ENRON_0895,2001-02-28,legal@enron.com,all_staff,crisis,Benefits and HR: company policy update,Please be aware that the benefits enrollment period begins next week. This applies to employees in employees enrolled in the 401k plan. If you have questions please contact the benefits team. The deadline for submitting your form is this Friday. We will not be able to accept paper forms after this date. Thank you for your prompt attention to this matter.,61
ENRON_0971,2001-02-28,investor.relations@enron.com,all_staff,crisis,RE: Company update,I appreciate the update but I think many employees are worried about the current situation. The stock has dropped sharply despite management reassurances and we are reading conflicting information every day. I am not trying to cause trouble — I just want an honest answer about what the real financial position is. We should not be expected to stay focused without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,89
ENRON_0752,2001-02-28,cindy.olson@enron.com,operations,crisis,the new trading system — progress report,The the new trading system is progressing well despite initial challenges. We have signed 389 new contracts since our last update. There are one areas where we could improve: technology performance and customer onboarding. I believe we will may achieve our targets if we receive the regulatory approvals on time. This initiative is not without risk — the technology may not scale as expected. We should not underestimate the regulatory of what we are trying to accomplish.,77
ENRON_0156,2001-02-28,louise.kitchen@enron.com,trading,crisis,market update,Pacific Gas asked about our credit again today. told them yes. this is genuinely a concern.,16
ENRON_0635,2001-03-07,kenneth.lay@enron.com,executive,crisis,Update on our credit rating review,"I am writing to provide an update on the third quarter write-downs. Our financial position is under pressure but not in crisis. We should face further write-downs if the SEC expands its inquiry, but management believes this risk is more significant than we had hoped. We will not allow press speculation to undermine our commitment to the company's future. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",101
ENRON_0653,2001-03-07,greg.piper@enron.com,operations,crisis,the cost reduction initiative — progress report,The the European market entry is progressing faster than expected. We have hired 74 additional staff since our last update. There are several areas where we could improve: communication and our system integration. I believe we will may achieve our targets if market conditions remain stable. This initiative is not without risk — we may underestimate the capital required. We should not underestimate the commercial of what we are trying to accomplish.,72
ENRON_0519,2001-03-07,mark.koenig@enron.com,executive,crisis,Update on the bankruptcy filing,"I am writing to provide an update on our off-balance-sheet vehicles. Our financial position is under pressure but not in crisis. We would face material credit losses if the SEC expands its inquiry, but management believes this risk is serious but not existential. We will not allow accounting questions to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0257,2001-03-07,john.arnold@enron.com,trading,crisis,RE: spark spread options strategy,"I agree with your assessment that the gas presents unusual opportunities. However, I am not entirely comfortable with our current position size. We will be overexposed if a counterparty fails. I would recommend we maintain our current position but do not increase it further until we see the storage report. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",73
ENRON_0096,2001-03-07,louise.kitchen@enron.com,trading,crisis,market update,prices could move up another 15% by Thursday. flatten our position.,11
ENRON_0216,2001-03-07,louise.kitchen@enron.com,trading,crisis,Position update — crude oil,"Following the storage report in the power market, our current spark spread options position is thin. We will face model risk if the regulatory environment changes. I cautiously recommend we consult with legal before today. The risk team has confirmed that our VAR is within limits under current market conditions. Please advise if you want to discuss further before I take action.",62
ENRON_0393,2001-03-07,rick.buy@enron.com,risk,crisis,Stress test results — adverse scenario,"Under our adverse downside scenario, our liquidity position would be manageable but tight. The primary driver of stress is simultaneous counterparty defaults. We do not currently have the liquidity to meet all obligations under this scenario. I want to be clear that I do not believe this scenario is likely — the probability is approximately not greater than 2%. However, the consequences are serious enough that management should treat this seriously. I recommend we accelerate non-core asset sales as a precautionary measure.",82
ENRON_0307,2001-03-14,david.delainey@enron.com,trading,crisis,Q2 spark spread options trading review,"Our weather trading desk generated revenues of approximately $120 million in the second quarter. This represents broadly in line with expectations relative to the prior period. The primary driver was strong basis differential trading. We will see significant opportunities in the coming months, depending on weather patterns. I am modestly optimistic about the second half of the year. Risk-adjusted returns were in line with targets and we did not breach any compliance requirements.",73
ENRON_0899,2001-03-14,hr@enron.com,all_staff,crisis,RE: Company update,I appreciate the update but I think many employees are not reassured about the current situation. The stock has dropped sharply despite management reassurances and we are reading worrying analyst reports every day. I am not trying to cause trouble — I just want an honest answer about whether management has been honest with us. We should not be expected to stay focused without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,92
ENRON_0557,2001-03-14,anne.kishimoto@enron.com,executive,crisis,Update on our off-balance-sheet vehicles,"I am writing to provide an update on the third quarter write-downs. Our financial position has deteriorated significantly in recent months. We may face investor confidence issues if the Dynegy deal falls through, but management believes this risk is serious but not existential. We will not allow press speculation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0778,2001-03-14,cindy.olson@enron.com,operations,crisis,Operations update — human resources,"I wanted to provide a brief update on our retail energy operations this period. We fell short of our volume targets by 8%. The primary driver was market conditions. We should address the shortfalls in the coming quarter to protect our market position. I do not anticipate any major operational disruptions, but the regulatory environment remains uncertain. I will circulate a more detailed report at the end of the period.",70
ENRON_0848,2001-03-14,compliance@enron.com,all_staff,crisis,All staff: Company performance update,I am pleased to share with you significant industry recognition. This reflects the hard work and commitment of every person in this organisation. We will continue to develop the most talented team in the industry and we will not be distracted by short-term market volatility. The outlook for the second half is the strongest it has ever been. Thank you for your continued dedication to Enron's mission.,67
ENRON_0135,2001-03-14,bob.shively@enron.com,trading,crisis,market update,do not unwind the gas basis swaps position before the open. we should regret it.,15
ENRON_0834,2001-03-14,corporate.communications@enron.com,all_staff,crisis,RE: Company update,I appreciate the update but I think many employees are not reassured about the current situation. The stock has been extremely volatile and we are reading worrying analyst reports every day. I am not trying to cause trouble — I just want an honest answer about whether the company is solvent. We should not be expected to perform at our best without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,90
ENRON_0747,2001-03-14,stanley.horton@enron.com,operations,crisis,the pipeline optimisation programme — progress report,The the broadband rollout is progressing broadly on track. We have completed the first phase since our last update. There are two areas where we could improve: technology performance and regulatory compliance. I believe we will will achieve our targets if we can attract the talent we need. This initiative is not without risk — we may underestimate the capital required. We should not underestimate the technical of what we are trying to accomplish.,74
ENRON_0525,2001-03-14,richard.causey@enron.com,executive,crisis,Update on the SEC inquiry,"I am writing to provide an update on the restatement of our financial results. Our financial position is more complex than previously disclosed. We will face significant liquidity pressure if counterparties withdraw credit, but management believes this risk is more significant than we had hoped. We will not allow the litigation to undermine our commitment to shareholder value. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",100
ENRON_0362,2001-03-21,mark.haedicke@enron.com,risk,crisis,Credit exposure report — industrial,"This report summarises our current credit exposure to investment bank counterparties. Our aggregate exposure has remained stable to approximately $2.1 billion since the last review. We will need to consult with legal if counterparty stress increases. Our models suggest the probability of a material credit loss is low at approximately 5%, but I am cautiously comfortable with that estimate given the limited historical data for this type of event. I recommend we reduce our largest exposures before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",93
ENRON_0699,2001-03-21,mark.frevert@enron.com,operations,crisis,the new trading system — progress report,The the ERP implementation is progressing broadly on track. We have signed 389 new contracts since our last update. There are two areas where we could improve: staff training and technology performance. I believe we will could achieve our targets if we receive the regulatory approvals on time. This initiative is not without risk — we may underestimate the capital required. We should not underestimate the operational of what we are trying to accomplish.,74
ENRON_0145,2001-03-21,phillip.allen@enron.com,trading,crisis,market update,do not unwind the natural gas position before noon. we will regret it.,13
ENRON_0738,2001-03-21,greg.piper@enron.com,operations,crisis,Operations update — pipeline,"I wanted to provide a brief update on our retail energy operations this month. We slightly missed our volume targets by 20%. The primary driver was improved processes. We should review our cost base in the coming quarter to protect our market position. I do not anticipate any major operational disruptions, but we do not have unlimited capital to invest. I will circulate a more detailed report at the end of the month.",73
ENRON_0686,2001-03-21,larry.izzo@enron.com,operations,crisis,the European market entry — progress report,The the pipeline optimisation programme is progressing broadly on track. We have reduced operating costs by $38m since our last update. There are one areas where we could improve: cost management and cost management. I believe we will should achieve our targets if market conditions remain stable. This initiative is not without risk — integration complexity could delay our timeline. We should not underestimate the commercial of what we are trying to accomplish.,73
ENRON_0592,2001-03-21,anne.kishimoto@enron.com,executive,crisis,Full year performance — summary,"Our Full year results reflect encouraging signs despite challenges across all business units. Revenue was record at $28.3 billion. Our wholesale energy business continued to drive strong margins. We may see improvement in the coming quarter, but we are not complacent. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of delivering value through our physical and financial businesses while maintaining appropriate risk controls.",76
ENRON_0278,2001-03-21,matt.motley@enron.com,trading,crisis,Position update — natural gas,"Following the weather developments in the electricity market, our current gas basis swaps position is not behaving as our models predicted. We will face credit losses if the regulatory environment changes. I cautiously recommend we take profits and flatten before next Monday. The risk team has confirmed that our VAR is within limits under current market conditions. Please advise if you want to discuss further before I take action.",69
ENRON_0814,2001-03-21,legal@enron.com,all_staff,crisis,RE: Company update,I appreciate the update but I think many employees are increasingly anxious about the current situation. The stock has dropped sharply despite management reassurances and we are reading conflicting information every day. I am not trying to cause trouble — I just want an honest answer about whether the company is solvent. We should not be expected to continue to invest in Enron stock without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,93
ENRON_0522,2001-03-21,jeffrey.skilling@enron.com,executive,crisis,Update on the third quarter write-downs,"I am writing to provide an update on the restatement of our financial results. Our financial position remains strong despite the current challenges. We could face significant liquidity pressure if counterparties withdraw credit, but management believes this risk is more significant than we had hoped. We will not allow accounting questions to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",100
ENRON_0295,2001-03-28,bob.shively@enron.com,trading,crisis,Position update — power,"Following the recent volatility in the power market, our current weather position is moving fast. We will face liquidity issues if a key counterparty defaults. I strongly recommend we review our risk limits before Thursday. The risk team has confirmed that our VAR is in line with budget under current market conditions. Please advise if you want to discuss further before I take action.",64
ENRON_0623,2001-03-28,richard.causey@enron.com,executive,crisis,Update on the SEC inquiry,"I am writing to provide an update on our off-balance-sheet vehicles. Our financial position remains strong despite the current challenges. We may face significant liquidity pressure if the rating agencies downgrade us, but management believes this risk is more significant than we had hoped. We will not allow regulatory scrutiny to undermine our commitment to shareholder value. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",99
ENRON_0373,2001-03-28,rick.buy@enron.com,risk,crisis,Credit exposure report — investment bank,"This report summarises our current credit exposure to investment bank counterparties. Our aggregate exposure has declined to approximately $560 million since the last review. We could need to require additional collateral if their credit rating is downgraded. Our models suggest the probability of a material credit loss is not greater than 2%, but I am broadly comfortable with that estimate given our limited visibility into counterparty financials. I recommend we seek additional information before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",90
ENRON_0929,2001-03-28,compliance@enron.com,all_staff,crisis,All staff: Company performance update,I am pleased to share with you strong financial results. This reflects the hard work and commitment of every person in this organisation. We will continue to invest in our people and we will not be distracted by press speculation. The outlook for the second half is uncertain. Thank you for your continued dedication to Enron's mission.,57
ENRON_0616,2001-03-28,andrew.fastow@enron.com,executive,crisis,Update on the SEC inquiry,"I am writing to provide an update on our credit rating review. Our financial position has deteriorated significantly in recent months. We could face material credit losses if the SEC expands its inquiry, but management believes this risk is serious but not existential. We will not allow accounting questions to undermine our commitment to shareholder value. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0195,2001-03-28,bob.shively@enron.com,trading,crisis,market update,I am not going to pretend I am comfortable with our weather exposure right now.,15
ENRON_0784,2001-03-28,david.oxley@enron.com,operations,crisis,the new trading system — progress report,The the cost reduction initiative is progressing broadly on track. We have reduced operating costs by $38m since our last update. There are a few areas where we could improve: staff training and cost management. I believe we will may achieve our targets if management maintains its commitment. This initiative is not without risk — the technology may not scale as expected. We should not underestimate the commercial of what we are trying to accomplish.,75
ENRON_0125,2001-04-07,matt.motley@enron.com,trading,crisis,market update,do not unwind the bandwidth position before Thursday. we could regret it.,12
ENRON_0994,2001-04-07,hr@enron.com,all_staff,crisis,Benefits and HR: company policy update,Please be aware that the benefits enrollment period begins next week. This is relevant to employees in US-based employees. If you have questions please contact the benefits team. The deadline for updating your records is December 1. We will not be able to accept paper forms after this date. Thank you for your prompt attention to this matter.,58
ENRON_0031,2001-04-07,kevin.hyatt@enron.com,trading,crisis,market update,prices moved sharply today. could be a good opportunity to buy. call me.,13
ENRON_0141,2001-04-07,louise.kitchen@enron.com,trading,crisis,market update,I am not going to pretend I am comfortable with our weather exposure right now.,15
ENRON_0798,2001-04-07,greg.piper@enron.com,operations,crisis,the European market entry — progress report,The the broadband rollout is progressing with some delays. We have completed the first phase since our last update. There are a few areas where we could improve: our system integration and our system integration. I believe we will may achieve our targets if the technology performs as specified. This initiative is not without risk — we may underestimate the capital required. We should not underestimate the commercial of what we are trying to accomplish.,75
ENRON_0901,2001-04-14,investor.relations@enron.com,all_staff,crisis,Benefits and HR: office closure,Please be aware that the annual performance review cycle is now open. This will affect employees in US-based employees. If you have questions please contact compliance. The deadline for updating your records is November 30. We will not be able to accept paper forms after this date. Thank you for your prompt attention to this matter.,56
ENRON_0014,2001-04-14,vince.kaminski@enron.com,trading,crisis,market update,Flag power prices — storage numbers weaker than expected. I think we should add exposure..,15
ENRON_0521,2001-04-14,richard.causey@enron.com,executive,crisis,Update on our credit rating review,"I am writing to provide an update on the Dynegy negotiations. Our financial position has deteriorated significantly in recent months. We could face investor confidence issues if counterparties withdraw credit, but management believes this risk is more significant than we had hoped. We will not allow press speculation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",97
ENRON_0187,2001-04-14,mike.grigsby@enron.com,trading,crisis,market update,do not unwind the natural gas position before Thursday. we may regret it.,13
ENRON_0772,2001-04-14,greg.piper@enron.com,operations,crisis,the ERP implementation — progress report,The the ERP implementation is progressing well despite initial challenges. We have expanded into 8 new markets since our last update. There are one areas where we could improve: regulatory compliance and cost management. I believe we will could achieve our targets if the technology performs as specified. This initiative is not without risk — staff retention is proving challenging. We should not underestimate the organisational of what we are trying to accomplish.,73
ENRON_0331,2001-04-14,david.delainey@enron.com,trading,crisis,RE: gas futures strategy,"I agree with your assessment that the bandwidth presents unusual opportunities. However, I am not entirely comfortable with our current position size. We may be overexposed if summer demand disappoints. I would recommend we maintain our current position but do not increase it further until we see Q4 price discovery. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",73
ENRON_0013,2001-04-14,matt.motley@enron.com,trading,crisis,market update,prices could gap up another 12% by Thursday. add to our position.,12
ENRON_0614,2001-04-14,anne.kishimoto@enron.com,executive,crisis,Third quarter performance — summary,"Our Third quarter results reflect disappointing results across all business units. Revenue was record at $9.4 billion. Our wholesale energy business continued to drive strong margins. We may see improvement in the coming quarter, but we are not overconfident. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of simplifying our portfolio and reducing complexity while maintaining appropriate risk controls.",72
ENRON_0227,2001-04-14,eric.bass@enron.com,trading,crisis,Position update — natural gas,"Following the recent volatility in the nat gas market, our current power position is illiquid. We should face liquidity issues if volatility spikes. I cautiously recommend we wait for more clarity before end of week. The risk team has confirmed that our VAR is below our historical average under current market conditions. Please advise if you want to discuss further before I take action.",64
ENRON_0998,2001-04-14,corporate.communications@enron.com,all_staff,crisis,Benefits and HR: office closure,Please be aware that there will be a change to our expense policy. This is relevant to employees in employees in the Houston office. If you have questions please contact the benefits team. The deadline for submitting your form is December 1. We will not be able to process your request after this date. Thank you for your prompt attention to this matter.,63
ENRON_0368,2001-04-14,carol.coale@enron.com,risk,crisis,Credit exposure report — credit-impaired,"This report summarises our current credit exposure to merchant energy counterparties. Our aggregate exposure has risen to approximately $3.4 billion since the last review. We could need to reduce our limits if our own credit is questioned. Our models suggest the probability of a material credit loss is low at approximately 5%, but I am reasonably comfortable with that estimate given recent market developments. I recommend we seek additional information before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",87
ENRON_0110,2001-04-21,matt.motley@enron.com,trading,crisis,market update,I am not going to pretend I am comfortable with our electricity forwards exposure right now.,16
ENRON_0438,2001-04-21,mark.haedicke@enron.com,risk,crisis,Risk management quarterly summary,"This quarter our aggregate value at risk increased materially relative to the prior period, reflecting improved hedging effectiveness. Credit losses were modest but noteworthy — slightly above our internal benchmark.. We identified two instances where position limits were exceeded and remedied promptly. Looking ahead, we could face rating agency scrutiny in the next quarter. I cautiously recommend we increase our monitoring frequency for counterparties below investment grade. The board risk committee will receive this report at their next meeting.",79
ENRON_0273,2001-04-21,louise.kitchen@enron.com,trading,crisis,RE: crude oil strategy,"I agree with your assessment that the gas presents significant opportunities. However, I am not entirely comfortable with our current position size. We may be overexposed if the regulatory environment shifts. I would recommend we maintain our current position but do not increase it further until we see more stability in the California market. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",77
ENRON_0645,2001-04-21,jeffrey.skilling@enron.com,executive,crisis,Update on the bankruptcy filing,"I am writing to provide an update on the Dynegy negotiations. Our financial position is under pressure but not in crisis. We could face significant liquidity pressure if the SEC expands its inquiry, but management believes this risk is serious but not existential. We will not allow the litigation to undermine our commitment to the company's future. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",99
ENRON_0006,2001-04-21,louise.kitchen@enron.com,trading,crisis,market update,just booked a $120m deal on power. margins are better than expected. I am not worried..,16
ENRON_0846,2001-04-21,compliance@enron.com,all_staff,crisis,All staff: Year-end message,I am pleased to share with you strong financial results. This reflects the hard work and commitment of every person in this organisation. We will continue to develop the most talented team in the industry and we will not be distracted by regulatory noise. The outlook for the second half is requiring careful management. Thank you for your continued dedication to Enron's mission.,63
ENRON_0265,2001-04-21,louise.kitchen@enron.com,trading,crisis,Q3 bandwidth trading review,"Our spark spread options trading desk generated revenues of approximately $85 million in the third quarter. This represents broadly in line with expectations relative to the prior period. The primary driver was new customer contracts. We could see improving conditions in the coming months, depending on storage levels. I am cautiously optimistic about the second half of the year. Risk-adjusted returns were slightly below expectations and we did not breach any compliance requirements.",73
ENRON_0023,2001-04-21,greg.whalley@enron.com,trading,crisis,market update,short note: natural gas rallied today. this is good news.. will update later.,13
ENRON_0674,2001-04-21,stanley.horton@enron.com,operations,crisis,the European market entry — progress report,The the broadband rollout is progressing more slowly than we had hoped. We have reduced operating costs by $38m since our last update. There are one areas where we could improve: technology performance and our system integration. I believe we will may achieve our targets if management maintains its commitment. This initiative is not without risk — the technology may not scale as expected. We should not underestimate the operational of what we are trying to accomplish.,77
ENRON_0575,2001-04-21,andrew.fastow@enron.com,executive,crisis,Third quarter performance — summary,"Our Third quarter results reflect mixed results requiring explanation across all business units. Revenue was in line with guidance at $14.7 billion. Our wholesale energy business continued to drive strong margins. We may see significant uncertainty in the coming quarter, but we are not complacent. I want to assure you that we are not downplaying any material issues. The company will continue to pursue its strategy of disciplined risk management and financial innovation while maintaining appropriate risk controls.",78
ENRON_0280,2001-04-21,louise.kitchen@enron.com,trading,crisis,RE: power strategy,"I agree with your assessment that the nat gas presents attractive risk-adjusted opportunities. However, I am not entirely comfortable with our current position size. We could be overexposed if prices move sharply. I would recommend we maintain our current position but do not increase it further until we see the storage report. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",75
ENRON_0979,2001-04-28,hr@enron.com,all_staff,crisis,Benefits and HR: benefits enrollment,Please be aware that the annual performance review cycle is now open. This applies to employees in trading floor staff. If you have questions please contact the HR helpdesk. The deadline for enrolling in the new plan is November 30. We will not be able to process late submissions after this date. Thank you for your prompt attention to this matter.,61
ENRON_0087,2001-04-28,kevin.hyatt@enron.com,trading,crisis,market update,prices could spike another 12% by noon. increase our long.,10
ENRON_0701,2001-04-28,ray.bowen@enron.com,operations,crisis,the retail energy expansion — progress report,The the retail energy expansion is progressing more slowly than we had hoped. We have completed the first phase since our last update. There are two areas where we could improve: technology performance and technology performance. I believe we will could achieve our targets if we can attract the talent we need. This initiative is not without risk — staff retention is proving challenging. We should not underestimate the operational of what we are trying to accomplish.,77
ENRON_0546,2001-04-28,mark.palmer@enron.com,executive,crisis,Update on the bankruptcy filing,"I am writing to provide an update on the third quarter write-downs. Our financial position is more complex than previously disclosed. We would face further write-downs if the SEC expands its inquiry, but management believes this risk is more significant than we had hoped. We will not allow the litigation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",99
ENRON_0424,2001-04-28,teb.lokey@enron.com,risk,crisis,Credit exposure report — investment bank,"This report summarises our current credit exposure to retail energy counterparties. Our aggregate exposure has risen to approximately $3.4 billion since the last review. We may need to consult with legal if our own credit is questioned. Our models suggest the probability of a material credit loss is meaningful at 8-12%, but I am cautiously comfortable with that estimate given the limited historical data for this type of event. I recommend we stress test our positions before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",93
ENRON_0353,2001-04-28,david.haug@enron.com,risk,crisis,Credit exposure report — credit-impaired,"This report summarises our current credit exposure to upstream producer counterparties. Our aggregate exposure has risen to approximately $1.2 billion since the last review. We should need to place on credit watch if the market moves against our hedges. Our models suggest the probability of a material credit loss is difficult to estimate given current conditions, but I am broadly comfortable with that estimate given recent market developments. I recommend we review our credit limits before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",92
ENRON_0223,2001-05-07,louise.kitchen@enron.com,trading,crisis,Q2 electricity forwards trading review,"Our power trading desk generated revenues of approximately $165 million in the second quarter. This represents broadly in line with expectations relative to the prior period. The primary driver was new customer contracts. We will see a challenging environment in the coming months, depending on credit conditions. I am cautiously optimistic about the second half of the year. Risk-adjusted returns were good and we did not suffer significant credit losses.",70
ENRON_0177,2001-05-07,david.delainey@enron.com,trading,crisis,market update,just signed a $85m deal on spark spread options. margins are slightly below target. I am not worried..,18
ENRON_0302,2001-05-07,david.delainey@enron.com,trading,crisis,Position update — spark spread options,"Following the credit concerns in the nat gas market, our current power position is illiquid. We may face margin pressure if prices move against us. I strongly recommend we take profits and flatten before end of week. The risk team has confirmed that our VAR is within limits under current market conditions. Please advise if you want to discuss further before I take action.",64
ENRON_0391,2001-05-07,teb.lokey@enron.com,risk,crisis,Credit exposure report — investment bank,"This report summarises our current credit exposure to industrial counterparties. Our aggregate exposure has remained stable to approximately $2.1 billion since the last review. We will need to place on credit watch if they fail to post margin on time. Our models suggest the probability of a material credit loss is elevated at approximately 15%, but I am not fully comfortable with that estimate given recent market developments. I recommend we convene a risk committee meeting before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",93
ENRON_0281,2001-05-07,eric.bass@enron.com,trading,crisis,Position update — natural gas,"Following the credit concerns in the gas market, our current electricity forwards position is showing unusual basis spreads. We could face credit losses if storage data disappoints. I genuinely recommend we take profits and flatten before today. The risk team has confirmed that our VAR is elevated but acceptable under current market conditions. Please advise if you want to discuss further before I take action.",65
ENRON_0069,2001-05-07,john.arnold@enron.com,trading,crisis,market update,just booked a a modest deal on bandwidth. margins are excellent. better than expected..,14
ENRON_0289,2001-05-07,jeff.richter@enron.com,trading,crisis,Q2 power trading review,"Our gas futures trading desk generated revenues of approximately $45 million in the second quarter. This represents a modest decline relative to the prior period. The primary driver was new customer contracts. We should see significant opportunities in the coming months, depending on interest rate movements. I am cautiously optimistic about the second half of the year. Risk-adjusted returns were slightly below expectations and we did not breach any compliance requirements.",71
ENRON_0465,2001-05-07,carol.coale@enron.com,risk,crisis,Credit exposure report — upstream producer,"This report summarises our current credit exposure to industrial counterparties. Our aggregate exposure has remained stable to approximately $560 million since the last review. We would need to convene an emergency credit review if the market moves against our hedges. Our models suggest the probability of a material credit loss is difficult to estimate given current conditions, but I am cautiously comfortable with that estimate given recent market developments. I recommend we convene a risk committee meeting before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",94
